"SiteId"	"SampId"	"MonitoringProgram"	"Day"	"Month"	"Year"	"Station.nb."	"Watercourse"	"Locality"	"Canton"	"X"	"Y"	"Altitude"	"Sampling.window"	"IBCH.index"	"SPEAR.index"	"Latitude"	"Longitude"	"Occurrence.Hydraenidae"	"Occurrence.Prostigmata"	"Occurrence.Calopterygidae"	"Occurrence.Ephemera_danica"	"Occurrence.Oligochaeta"	"Occurrence.Psychodidae"	"Occurrence.Empididae"	"Occurrence.Dixidae"	"Occurrence.Simuliidae"	"Occurrence.Chironomidae"	"Occurrence.Ceratopogonidae"	"Occurrence.Elmidae"	"Occurrence.Scirtidae"	"Occurrence.Nematoda"	"Occurrence.Odontocerum_albicorne"	"Occurrence.Limoniidae"	"Occurrence.Lymnaeidae"	"Occurrence.Brachyptera_risi"	"Occurrence.Dytiscidae"	"Occurrence.Physidae"	"Occurrence.Cnidaria"	"Occurrence.Erpobdellidae"	"Occurrence.Serratella_ignita"	"Occurrence.Sphaeriidae"	"Occurrence.Tipulidae"	"Occurrence.Stratiomyidae"	"Occurrence.Athericidae"	"Occurrence.Dolichopodidae"	"Occurrence.Haliplidae"	"Occurrence.Coenagrionidae"	"Occurrence.Hydrophilidae"	"Occurrence.Gammaridae"	"Occurrence.Dugesiidae"	"Occurrence.Libellulidae"	"Occurrence.Rhagionidae"	"Occurrence.Glossiphoniidae"	"Occurrence.Cordulegastridae"	"Occurrence.Sciomyzidae"	"Occurrence.Osmylidae"	"Occurrence.Platycnemididae"	"Occurrence.Anthomyiidae"	"Occurrence.Aeshnidae"	"Occurrence.Tabanidae"	"Occurrence.Hydrobiidae"	"Occurrence.Asellidae"	"Occurrence.Astacidae"	"Occurrence.Baetis_rhodani"	"Occurrence.Planariidae"	"Occurrence.Gyrinidae"	"Occurrence.Corixidae"	"Occurrence.Mesoveliidae"	"Occurrence.Veliidae"	"Occurrence.Gerridae"	"Occurrence.Sialidae"	"Occurrence.Curculionidae"	"Occurrence.Thaumaleidae"	"Occurrence.Dendrocoelidae"	"Occurrence.Ptychopteridae"	"Occurrence.Gomphidae"	"Occurrence.Isoperla_grammatica"	"Occurrence.Rhithrogena_gratianopolitana"	"Occurrence.Heptagenia_sulphurea"	"Occurrence.Ecdyonurus_venosus"	"Occurrence.Ecdyonurus_torrentis"	"Occurrence.Potamanthus_luteus"	"Occurrence.Baetis_vardarensis"	"Occurrence.Baetis_alpinus"	"Occurrence.Hydropsyche_incognita"	"Occurrence.Cheumatopsyche_lepida"	"Occurrence.Psychomyia_pusilla"	"Occurrence.Silo_piceus"	"Occurrence.Perla_marginata"	"Occurrence.Baetis_lutheri"	"Occurrence.Perla_grandis"	"Occurrence.Epeorus_assimilis"	"Occurrence.Allogamus_auricollis"	"Occurrence.Siphonoperla_torrentium"	"Occurrence.Hydroptila"	"Occurrence.Lepidoptera"	"Occurrence.Culicidae"	"Occurrence.Blephariceridae"	"Occurrence.Scathophagidae"	"Occurrence.Piscicolidae"	"Occurrence.Valvatidae"	"Occurrence.Niphargidae"	"Occurrence.Syrphidae"	"Occurrence.Acroloxidae"	"Occurrence.Bithyniidae"	"Occurrence.Dreissenidae"	"Occurrence.Dryopidae"	"Occurrence.Capnioneura_nemuroides"	"Occurrence.Sericostoma"	"Occurrence.Hydropsyche_siltalai"	"Occurrence.Hydropsyche_dinarica"	"Occurrence.Chloroperla_tripunctata"	"Occurrence.Ephemerella_mucronata"	"Occurrence.Ecdyonurus_helveticus"	"Occurrence.Centroptilum_luteolum"	"Occurrence.Habroleptoides_confusa"	"Occurrence.Nepidae"	"Occurrence.Synagapetus_dubitans"	"Occurrence.Rhyacophila_pubescens"	"Occurrence.Wormaldia_occipitalis"	"Occurrence.Corbiculidae"	"Occurrence.Baetis_muticus"	"Occurrence.Habrophlebia_lauta"	"Occurrence.Potamophylax_cingulatus"	"Occurrence.Bryozoa"	"Occurrence.Porifera"	"Occurrence.Chrysomelidae"	"Occurrence.Aphelocheiridae"	"Occurrence.Pleidae"	"Occurrence.Psephenidae"	"Occurrence.Chaoboridae"	"Occurrence.Electrogena_lateralis"	"Occurrence.Siphlonurus_lacustris"	"Occurrence.Caenis_macrura"	"Occurrence.Paraleptophlebia_submarginata"	"Occurrence.Tinodes_unicolor"	"Occurrence.Rhithrogena_alpestris"	"Occurrence.Rhithrogena_hybrida"	"Occurrence.Hydropsyche_instabilis"	"Occurrence.Ephydridae"	"Occurrence.Hydropsyche_tenuis"	"Occurrence.Hydropsyche_saxonica"	"Occurrence.Hydropsyche_pellucidula"	"Occurrence.Leuctra_hippopus"	"Occurrence.Rhyacophila_tristis"	"Occurrence.Silo_pallipes"	"Occurrence.Nemoura_flexuosa"	"Occurrence.Limnephilus_lunatus"	"Occurrence.Glyphotaelius_pellucidus"	"Occurrence.Rhithrogena_picteti"	"Occurrence.Stenophylax_permistus"	"Occurrence.Amphinemura_sulcicollis"	"Occurrence.Amphinemura_triangularis"	"Occurrence.Philopotamus_variegatus"	"Occurrence.Nemoura_minima"	"Occurrence.Nemoura_marginata"	"Occurrence.Caenis_luctuosa"	"Occurrence.Silo_nigricornis"	"Occurrence.Nemoura_mortoni"	"Occurrence.Philopotamus_ludificatus"	"Occurrence.Goera_pilosa"	"Occurrence.Micrasema_setiferum"	"Occurrence.Tinodes_waeneri"	"Occurrence.Baetis_buceratus"	"Occurrence.Baetis_fuscatus"	"Occurrence.Electrogena_ujhelyii"	"Occurrence.Drusus_annulatus"	"Occurrence.Plectrocnemia_conspersa"	"Occurrence.Leuctra_nigra"	"Occurrence.Torleya_major"	"Occurrence.Melampophylax_mucoreus"	"Occurrence.Chaetopteryx_villosa"	"Occurrence.Baetis_vernus"	"Occurrence.Protonemura_praecox"	"Occurrence.Protonemura_intricata"	"Occurrence.Micropterna_sequax"	"Occurrence.Rhithrogena_semicolorata"	"Occurrence.Micropterna_nycterobia"	"Occurrence.Rhyacophila_fasciata"	"Occurrence.Hydropsyche_angustipennis"	"Occurrence.Habroleptoides_auberti"	"Occurrence.Glossosoma"	"Occurrence.Nemurella_pictetii"	"Occurrence.Hymenoptera"	"Occurrence.Rhyacophila_torrentium"	"Occurrence.Isoperla_rivulorum"	"Occurrence.Drusus_biguttatus"	"Occurrence.Rhabdiopteryx_neglecta"	"Occurrence.Protonemura_nimborum"	"Occurrence.Rhithrogena_puthzi"	"Occurrence.Rhithrogena_degrangei"	"Occurrence.Rhabdiopteryx_alpina"	"Occurrence.Drusus_discolor"	"Occurrence.Nemoura_cambrica"	"Occurrence.Drusus_mixtus"	"Occurrence.Drusus_monticola"	"Occurrence.Caenis_horaria"	"Occurrence.Cloeon_dipterum"	"Occurrence.Ecclisopteryx_guttulata"	"Occurrence.Rhyacophila_dorsalis"	"Occurrence.Mysidae"	"Occurrence.Holocentropus"	"Occurrence.Ecdyonurus_picteti"	"Occurrence.Baetis_nexus"	"Occurrence.Wormaldia_copiosa"	"Occurrence.Chloroperla_susemicheli"	"Occurrence.Rhyacophila_hirticornis"	"Occurrence.Lithax_niger"	"Occurrence.Epeorus_alpicola"	"Occurrence.Dictyogenus_alpinum"	"Occurrence.Rhithrogena_grischuna"	"Occurrence.Rhithrogena_dorieri"	"Occurrence.Cryptothrix_nebulicola"	"Occurrence.Protonemura_lateralis"	"Occurrence.Protonemura_meyeri"	"Occurrence.Baetis_liebenauae"	"Occurrence.Leuctra_inermis"	"Occurrence.Baetis_melanonyx"	"Occurrence.Rhithrogena_carpatoalpina"	"Occurrence.Leuctra_rosinae"	"Occurrence.Metanoea_flavipennis"	"Occurrence.Protonemura_brevistyla"	"Occurrence.Rhithrogena_loyolaea"	"Occurrence.Siphonoperla_montana"	"Occurrence.Rhithrogena_nivata"	"Occurrence.Notidobia_ciliaris"	"Occurrence.Brachyptera_seticornis"	"Occurrence.Rhithrogena_landai"	"Occurrence.Leuctra_schmidi"	"Occurrence.Rhithrogena_allobrogica"	"Occurrence.Baetis_nubecularis"	"Occurrence.Ptilocolepus_granulatus"	"Occurrence.Caenis_rivulorum"	"Occurrence.Baetis_niger"	"Occurrence.Nemoura_cinerea"	"Occurrence.Protonemura_risi"	"Occurrence.Micrasema_morosum"	"Occurrence.Rhyacophila_praemorsa"	"Occurrence.Anabolia"	"Occurrence.Synagapetus_iridipennis"	"Occurrence.Ecdyonurus_alpinus"	"Occurrence.Metanoea_rhaetica"	"Occurrence.Protonemura_auberti"	"Occurrence.Leuctra_braueri"	"Occurrence.Rhyacophila_simulatrix"	"Occurrence.Drusus_muelleri"	"Occurrence.Drusus_melanchaetes"	"Occurrence.Ecclisopteryx_madida"	"Occurrence.Leuctra_major"	"Occurrence.Chaetopteryx_major"	"Occurrence.Rhyacophila_stigmatica"	"Occurrence.Leuctra_rauscheri"	"Occurrence.Leuctra_pseudosignifera"	"Occurrence.Rhyacophila_glareosa"	"Occurrence.Dictyogenus_fontium"	"Occurrence.Leuctra_armata"	"Occurrence.Consorophylax_consors"	"Occurrence.Drusus_nigrescens"	"Occurrence.Catagapetus_nigrans"	"Occurrence.Isoperla_carbonaria"	"Occurrence.Habrophlebia_eldae"	"Occurrence.Beraea_pullata"	"Occurrence.Diplectrona_atra"	"Occurrence.Beraea_maurus"	"Occurrence.Drusus_alpinus"	"Occurrence.Besdolus_imhoffi"	"Occurrence.Drusus_chrysotus"	"Occurrence.Rhyacophila_intermedia"	"Occurrence.Protonemura_nimborella"	"Occurrence.Rhyacophila_rectispina"	"Occurrence.Beraeamyia_squamosa"	"Occurrence.Rhithrogena_puytoraci"	"Occurrence.Habrophlebia_fusca"	"Occurrence.Melampophylax_melampus"	"Occurrence.Hydropsyche_contubernalis"	"Occurrence.Anisogamus_difformis"	"Occurrence.Cambaridae"	"Occurrence.Rhyacophila_aquitanica"	"Occurrence.Isoperla_lugens"	"Occurrence.group.Capnia"	"Occurrence.group.Dinocras"	"Occurrence.group.Perlodes"	"Occurrence.group.Ernodes"	"Occurrence.group.Agapetus"	"Occurrence.group.Stactobia"	"Occurrence.group.Athripsodes"	"Occurrence.group.Mystacides"	"Occurrence.group.Halesus"	"Occurrence.group.Polycentropus"	"Occurrence.group.Lype"	"Occurrence.group.Lepidostomatidae"	"Occurrence.group.Leptoceridae"	"Occurrence.group.Planorbidae"
"CSCF_572155"	"CSCF_572155_2010-04-07"	"BDM"	7	4	2010	"572155"	"Tâna"	"Tâna, Grandvillard"	"Fribourg"	572423	155000	727	1	13	64.8	46.5457182499071	7.07909469044028	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	1	0	0	0	1	NA	0	0	0	0	0	1	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	0	0	1	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	0	0	0	0	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	0	0	NA	NA	NA	0	0	0	0	0	NA	0	0	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA	NA	0	NA	0	0	0	0	NA	0	NA	0	NA	0	0	NA	0	NA	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSCF_584243"	"CSCF_584243_2010-03-09"	"BDM"	9	3	2010	"584243"	"Ruisseau de Boécourt"	"Ruisseau de Boécourt, Bassecourt"	"Jura"	584000	243405	488	1	15	32.7	47.3413072819899	7.22692294439824	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	0	1	0	1	1	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	1	NA	0	0	NA	0	NA	NA	NA	0	1	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	0	1	NA	NA	0	0	0	NA	0	NA	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	NA	NA	NA	0	NA	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSCF_566171"	"CSCF_566171_2010-04-07"	"BDM"	7	4	2010	"566171"	"Ruisseau du Glèbe"	"Ruisseau du Glèbe, Villorsonnens"	"Fribourg"	566355	172000	807	1	16	63.1	46.6983627301684	6.99874067121454	0	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	1	0	0	0	1	NA	0	0	0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	1	0	1	0	0	NA	0	0	1	1	NA	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	0	0	0	NA	0	0	0	1	0	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	0	NA	0	0	NA	0	NA	0	0	0	0	NA	NA	0	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	0	NA	0	0	NA	NA	0	NA	0	0	0	0	NA	0	NA	NA	NA	NA	0	NA	0	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSCF_578179"	"CSCF_578179_2010-04-21"	"BDM"	21	4	2010	"578179"	"Gérine affluent"	"Gérine affl, Marly"	"Fribourg"	579000	179644	661	1	8	46.6	46.7676414047514	7.16371773819937	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	NA	0	NA	NA	NA	NA	NA	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	1	NA	NA	0	NA	NA	0	0	1	NA	0	NA	NA	NA	0	0	0	0	NA	0	NA	0	0	0	0	0	NA	0	NA	NA	0	0	NA	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	0	0	0	NA	0	NA	NA	0	NA	0	0	0	NA	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSCF_566131"	"CSCF_566131_2010-04-08"	"BDM"	8	4	2010	"566131"	"Grande Eau affluent"	"Grande Eau affl, Leysin"	"Vaud"	566591	131000	861	1	15	62.4	46.329561063174	7.00478955130036	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	1	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	1	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	0	0	NA	NA	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	1	0	0	NA	NA	1	0	NA	0	0	0	NA	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	NA	0	0	NA	NA	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	0	0	0	NA	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSCF_590107"	"CSCF_590107_2010-06-23"	"BDM"	23	6	2010	"590107"	"Ruisseau de Tortin"	"Ruisseau de Tortin, Nendaz"	"Valais"	590000	107645	1968	1	13	50.8	46.1202260287365	7.30927627553247	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	0	NA	0	NA	NA	0	0	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	0	0	0	0	0	1	0	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	1	1	0	0	NA	0	0	NA	NA	1	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	NA	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSCF_584123"	"CSCF_584123_2010-05-18"	"BDM"	18	5	2010	"584123"	"Lizerne"	"Lizerne, Vètroz"	"Valais"	584757	124000	1135	2	10	78.1	46.2672497216433	7.24091970052361	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	1	0	0	0	0	0	0	0	0	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	0	NA	0	NA	NA	0	NA	NA	NA	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	NA	0	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	NA	0	0	NA	NA	NA	0	NA	0	0	NA	NA	NA	0	0	0	0	0	1	NA	0	0	0	0	0	0	NA	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	NA	0	NA	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSCF_554163"	"CSCF_554163_2010-04-02"	"BDM"	2	4	2010	"554163"	"Ruisseau du Charotton"	"Ruisseau du Charotton, Ursy"	"Fribourg"	554000	163550	669	1	15	34.7	46.621615452948	6.83805436488895	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	0	0	1	0	1	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	NA	0	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0	0	NA	0	0	0	NA	0	0	0	1	NA	NA	0	NA	NA	0	NA	NA	NA	0	NA	0	NA	0	0	0	0	0	0	NA	0	NA	0	0	0	NA	NA	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	NA	0	0	NA	NA	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0	0	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA	NA	0	0	0	0	0	0	NA	0	NA	0	NA	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSCF_596171"	"CSCF_596171_2010-04-21"	"BDM"	21	4	2010	"596171"	"Hengstsense"	"Hengstsense, Rüschegg"	"Berne"	596344	172000	1249	1	15	77.9	46.6992008447842	7.39083581175951	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	1	0	0	0	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	1	0	NA	NA	NA	0	NA	0	0	1	1	NA	0	0	1	1	0	0	0	0	0	0	NA	0	NA	0	NA	NA	0	0	0	NA	1	NA	NA	0	1	1	0	0	NA	NA	1	0	1	0	0	0	1	NA	NA	NA	0	0	NA	NA	0	0	1	0	0	1	NA	0	0	NA	0	0	NA	1	0	0	NA	0	0	NA	1	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0	0	0	NA	0	NA	NA	0	NA	0	0	0	NA	0	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSCF_590147"	"CSCF_590147_2010-04-27"	"BDM"	27	4	2010	"590147"	"Turbachbach"	"Turbachbach, Saanen"	"Berne"	591000	147114	1257	1	14	74.2	46.4752866374868	7.32145008910965	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	0	0	0	0	0	0	NA	NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	NA	NA	0	0	0	NA	0	0	1	0	0	NA	NA	0	NA	NA	0	0	NA	0	0	0	0	0	0	0	NA	0	0	1	0	0	1	NA	0	0	0	0	0	0	NA	NA	0	NA	0	0	NA	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	NA	0	0	0	0	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	0	NA	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
