"SiteId"	"SampId"	"MonitoringProgram"	"Day."	"Month."	"Year."	"Canton"	"X"	"Y"	"Altitude"	"Sampling.window"	"SPEAR.index"	"Latitude"	"Longitude"	"Notes.Loc"	"EZG.NR"	"BIOGEO"	"IBCH.index"	"Slope"	"Channel.Width"	"FRI"	"bFRI"	"normcov.mobile.blocks"	"normcov.coarse.inorganic.sediments"	"normcov.gravel"	"normcov.sand.silt"	"normcov.fine.sediments"	"normcov.algae.clay"	"normcov.natural.artifical.surfaces"	"normcov.moss"	"normcov.hydrophytes"	"normcov.helophytes"	"normcov.coarse.organic.matter"	"sfract.mobile.blocks"	"sfract.coarse.inorganic.sediments"	"sfract.gravel"	"sfract.sand.silt"	"sfract.fine.sediments"	"sfract.algae.clay"	"sfract.natural.artifical.surfaces"	"sfract.moss"	"sfract.hydrophytes"	"sfract.helophytes"	"sfract.coarse.organic.matter"	"v.5"	"v.5.25"	"v.25.75"	"v.75.150"	"v.150"	"temperature"	"ARA.fraction"	"IAR"	"urban.area"	"cow.density"	"agri.land"	"fields"	"saprobic.cond"	"morphology"	"width.variability"	"bed.modification"	"bank.modification"	"No.bank.modification.left"	"No.bank.modification.right"	"riparian.zone"	"Near.natural.riparian.zone.left"	"Large.width.of.riparian.zone.left"	"Natural.vegetation.in.riparian.zone.left"	"Near.natural.riparian.zone.right"	"Large.width.of.riparian.zone.right"	"Natural.vegetation.in.riparian.zone.right"	"velocity"	"rip.zone.deg"	"bed.deg"	"A10m"	"temperature2"	"velocity2"	"FLOZ"	"ABFLUSS"	"GEFAELLE"	"GEO"	"NAME.FGTy"	"GEWAESSERTYP"	"regimetyp"	"abflussvar"	"A.EZG"	"FASS.ANT"	"DACH.ANT"	"FA.DACH.ANT"	"S.STR.A.ANT"	"GRUEF.ANT"	"SIED.ANT"	"DEPO.ANT"	"MW"	"GEL.A.ANT"	"A.STR.A.ANT"	"K.STR.A.ANT"	"G.STR.A.ANT"	"VERK.ANT"	"STR.A.ANT"	"ACK.ANT"	"HUEF.ANT"	"KART.ANT"	"GETR.ANT"	"MAIS.ANT"	"OBST.ANT"	"RAPS.ANT"	"RUEB.ANT"	"GEM.ANT"	"REB.ANT"	"KW.ANT"	"AJWW.ANT"	"NAWHW.ANT"	"WALD.ANT"	"GRUE.ANT"	"Landuse.ANT"	"GLAC.ANT"	"DEM.EZG"	"Residual.flow"	"Hypeak.Stretch"	"Hypeak.Site"	"Hypow.Dist"	"HypowAll.Dist"	"Discharge"	"No.coverage"	"Open.river"	"InS.Absturze"	"InS.Absturzhoehe"	"InS.Aeusserer.Aspekt"	"InS.BEWALGEN"	"InS.BEWMAKRO"	"InS.Moose"	"InS.Praesenz.Abfaelle"	"InS.Praesenz.Bewuchs"	"InS.Praesenz.Eisensulfid"	"InS.Praesenz.Feststoffe"	"InS.Praesenz.Geruch"	"InS.Praesenz.Kolmation"	"InS.Praesenz.Schaum"	"InS.Praesenz.Schlamm"	"InS.Praesenz.Trubung"	"InS.Praesenz.Verfaerbung"	"InS.dominantes.Substrat"	"EINDOL"	"GSBREITE"
"CSCF_44_1560_GE"	"CSCF_44_1560_GE_2010-03-04"	"Other programs"	4	3	2010	"Genève"	496509	112735	425	1	10.6	46.158142	6.098877	NA	NA	"Mittelland"	6	2.44744	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.9680194478273	NA	0.3756794217	0.1597	3.38308445725995	43.29114672	3.587292	NA	0.73825	1	0.675	1	1	1	0.278	0.278	0.24	1	0.278	0.24	1	NA	0.722	0.325	NA	359.785761773156	NA	NA	"klein"	"mittelsteil"	"karbonatisch"	"Mittelsteiles, kleines Fliessgewässer des kollinen, karbonatischen Mittellands"	21121	NA	NA	13266502.97	4.86	4.37	9.23	1.94	0	15.97	0.18	150892	0	1.023	0.597	2.206	3.827	3.827	43.189731	0.03386106	0.00051665	0.20942969	0.01056548	0.00953646	0.06173936	4e-08	0.06753946	0.09187926	1.25027	0	3.587292	3.55071	4.837562	66.3	0	438.676616	NA	NA	NA	NA	NA	NA	1	0.73825	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1
"CSCF_43_50_GE"	"CSCF_43_50_GE_2010-03-09"	"Other programs"	9	3	2010	"Genève"	497899	115255	385	1	6.2	46.181019	6.116318	NA	39051	"Mittelland"	5	1.0169	2	26.635573	41.850341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.8611023212211	0	0.1728901743	0.5742	2.96590112416331	22.57633868	1.292028	1.17670158348541	0.515	0.4125	0.4125	0.675	0.675	0.675	0.56	0.56	0.536842105263158	1	0.56	0.536842105263158	1	0.279066364506524	0.44	0.5875	1.0224012	319.018976129129	0.0778780357988883	2	"klein"	"mittelsteil"	"karbonatisch"	"Mittelsteiles, kleines Fliessgewässer des kollinen, karbonatischen Mittellands"	21121	NA	NA	4694733.714	17.7	11.83	29.53	7.41	0	57.42	0	75446	0	0.657	0.049	1.866	2.572	2.572	22.551282	0.00643322	0.0009443	0.09674733	0.01697765	0.01541179	0.01328416	0	0.03432432	0.00964489	2.052803	0	1.292028	0.436939	3.344831	81.7	0	420.015326	NA	NA	NA	NA	NA	0.05814	1	0.515	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2
"CSCF_45_2100_GE"	"CSCF_45_2100_GE_2010-03-09"	"Other programs"	9	3	2010	"Genève"	498259	115730	380	1	10.8	46.185346	6.120877	NA	38835	"Mittelland"	10	0.385662	9	22.560048	33.087858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.5654523537432	0	0.2813782755	0.3394	3.21109922299787	33.13191259	2.955915	1.37045095194763	0.749861111111111	1	0.675	1	1	1	0.324444444444444	0.324444444444444	0.288888888888889	1	0.324444444444444	0.288888888888889	1	0.215288141310489	0.675555555555556	0.325	9.1260567	382.806925806594	0.0463489837889251	3	"gross"	"flach"	"karbonatisch"	"Flaches, grosses Fliessgewässer des kollinen, karbonatischen Mittellands"	21311	NA	NA	20962105.91	10.49	7.1	17.6	4.43	0	33.94	0.11	301784	0	0.795	0.394	1.948	3.137	3.137	33.061711	0.02306134	0.00056707	0.157117	0.01099752	0.00989292	0.04244772	2e-08	0.05145879	0.06030867	1.313095	0	2.955915	2.991312	4.26901	72.95	0	430.218826	NA	NA	NA	NA	NA	0.282991	1	0.749861111111111	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9
"CSCF_30_3350_GE"	"CSCF_30_3350_GE_2010-03-01"	"Other programs"	1	3	2010	"Genève"	499985	113660	410	1	15.5	46.166986	6.14367	NA	39740	"Mittelland"	14	1.38953	4	68.013158	95.709679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.0884473468199	0	0.3890944422	0.2583	5.73280930454484	42.91542871	4.355623	1.56535596867636	0.907667112299465	1	1	1	1	1	0.630668449197861	0.775454545454546	0.763636363636364	1	0.485882352941176	0.458823529411765	1	0.228380239882279	0.369331550802139	0	23.203474	292.015032725037	0.0521575339686873	2	"gross"	"mittelsteil"	"karbonatisch"	"Mittelsteiles, grosses Fliessgewässer des kollinen, karbonatischen Mittellands"	21321	NA	NA	2903604.344	8.24	4.67	12.91	3.43	0	25.83	0	75446	0	0	0.508	2.01	2.518	2.518	42.888139	0.03327981	1.9e-07	0.18893204	0.03367212	0.02427741	0.03494788	0	0.0865091	0.0030123	0.672728	0	4.355623	2.018632	5.028351	75.1	0	450.913549	NA	NA	NA	NA	NA	0.055743	1	0.907667112299465	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4
"CSCF_45_4550_GE"	"CSCF_45_4550_GE_2010-03-09"	"Other programs"	9	3	2010	"Genève"	496899	114685	390	1	11.3	46.17574	6.103495	NA	39291	"Mittelland"	15	0.405223	10	22.415235	35.012815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1475948676252	0	0.3367621374	0.2232	3.50462290095056	38.96366238	3.666885	1.47854953629435	0.836420797413793	1	1	1	1	1	0.345683189655172	0.356620689655172	0.322758620689655	1	0.334745689655172	0.322758620689655	0.5625	0.18449879430895	0.654316810344828	0	12.6417923	366.630389214706	0.0340398051014562	3	"gross"	"flach"	"karbonatisch"	"Flaches, grosses Fliessgewässer des kollinen, karbonatischen Mittellands"	21311	NA	NA	15104451.89	6.59	5.02	11.6	2.76	0	22.32	0.16	226338	0	0.899	0.525	2.103	3.527	3.527	38.874024	0.03000519	0.00049348	0.18797771	0.00998551	0.00893922	0.05478041	3e-08	0.0607464	0.08069916	1.184278	0	3.666885	3.716104	4.851163	68.58	0	434.741068	NA	NA	NA	NA	NA	0.205991	1	0.836420797413793	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10
"CSCF_45_5450_GE"	"CSCF_45_5450_GE_2010-03-09"	"Other programs"	9	3	2010	"Genève"	496364	114435	395	1	16.4	46.173409	6.096624	NA	39291	"Mittelland"	16	0.405223	9	22.415235	6.881044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1475948676252	0	0.3367621374	0.2232	3.50462290095056	38.96366238	3.666885	1.47854953629435	0.511534574468085	0.4125	0.675	0.62	1	0.24	0.33863829787234	0.462340425531915	0.434042553191489	1	0.214936170212766	0.173617021276596	1	0.192440523048833	0.66136170212766	0.325	12.6417923	366.630389214706	0.0370333549113085	3	"gross"	"flach"	"karbonatisch"	"Flaches, grosses Fliessgewässer des kollinen, karbonatischen Mittellands"	21311	NA	NA	15104451.89	6.59	5.02	11.6	2.76	0	22.32	0.16	226338	0	0.899	0.525	2.103	3.527	3.527	38.874024	0.03000519	0.00049348	0.18797771	0.00998551	0.00893922	0.05478041	3e-08	0.0607464	0.08069916	1.184278	0	3.666885	3.716104	4.851163	68.58	0	434.741068	NA	NA	NA	NA	NA	0.205991	1	0.511534574468085	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9
"CSCF_32_200_GE"	"CSCF_32_200_GE_2010-03-01"	"Other programs"	1	3	2010	"Genève"	499999	113840	408	1	11.9	46.168607	6.143813	NA	39968	"Mittelland"	7	0.913908	1.9	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.3176903931696	0	0.3303670188	0.2863	1.05701957893844	38.46422474	0.324784	1.45310978105531	0.486660786290323	0.4125	0.675	0.5075	0.24	0.775	0.35164314516129	0.132318548387097	0.109677419354839	0.5625	0.570967741935484	0.548387096774194	1	0.275349756146662	0.64835685483871	0.325	25.5964699	299.902400553678	0.0758174882100263	1	"klein"	"mittelsteil"	"karbonatisch"	"Mittelsteiles, kleines Fliessgewässer des kollinen, karbonatischen Mittellands"	21121	NA	NA	3078970.404	6.7	6.93	13.63	3.32	0	28.63	0	0	0	0	0	2.41	2.41	2.41	38.438023	0.02983393	0	0.16937764	0.0301647	0.01483292	0.03133836	0	0.07748475	0.01136882	0.602315	0	0.324784	6.739689	0.927098	74.13	0	426.678071	NA	NA	NA	NA	NA	0.057866	1	0.486660786290323	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1.9
"CSCF_45_8550_GE"	"CSCF_45_8550_GE_2010-03-04"	"Other programs"	4	3	2010	"Genève"	494774	112290	420	1	17.8	46.15387	6.076521	NA	39839	"Mittelland"	15	1.36171	20	32.914815	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.4965217123954	0	0.234843318	0.0348	1.69410292978114	21.06435371	1.820643	1.14068784509294	0.018	0	0	0	0	0	0.072	0.072	0.16	0	0.072	0.16	0	0.083374695060604	0.928	1	14.6063566	240.142185182741	0.00695133977644871	3	"gross"	"mittelsteil"	"karbonatisch"	"Mittelsteiles, grosses Fliessgewässer des kollinen, karbonatischen Mittellands"	21321	NA	NA	835886.0463	1.24	0.7	1.93	0.46	0	3.48	2.39	0	0	0	0	0.328	0.328	0.328	20.84101	0.01634359	0.00024891	0.10104724	0.00510283	0.000564	0.02978938	0	0.03261253	0.22277971	0.60252	0	1.820643	2.161683	2.423163	28.3	0	468.741088	NA	NA	NA	NA	NA	0.022787	1	0.018	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	20
"CSCF_85_1700_GE"	"CSCF_85_1700_GE_2010-03-30"	"Other programs"	30	3	2010	"Genève"	488469	116280	395	1	16.6	46.188743	5.993972	NA	38694	"Mittelland"	7	2.75869	2	68.245184	94.402918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.6259376264372	0	0.2662471846	0.0585	5.41206081621606	10.11806535	2.943803	0.966301355622323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.349639760610893	NA	NA	3.9416699	276.421801958179	0.122247962200042	2	"gross"	"mittelsteil"	"karbonatisch"	"Mittelsteiles, grosses Fliessgewässer des kollinen, karbonatischen Mittellands"	21321	NA	NA	1888535.319	2.24	1.23	3.47	0.88	0	5.85	0	0	0	0	0	3.187	3.187	3.187	9.502298	0.00227494	3.6e-07	0.05560609	0.0052348	0.00383746	0.01385232	2.982e-05	0	0.61192989	1.077058	0	2.943803	4.954884	4.020861	23.24	0	443.815949	NA	NA	NA	NA	NA	0.048327	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
"CSCF_35_300_GE"	"CSCF_35_300_GE_2010-03-01"	"Other programs"	1	3	2010	"Genève"	499529	113550	415	1	20.7	46.165929	6.137791	NA	39600	"Mittelland"	9	3.01086	1	71.539018	94.660882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.0128455429334	0	0.387353965	0.1433	3.09134021846961	47.8697427	1.936968	1.63787946979938	0.6889375	1	0.675	0.59375	0.4125	0.775	0.487	0.164	0.12	1	0.81	0.8	1	0.269522041750643	0.513	0.325	9.8972998	256.411222381843	0.0726421309894354	2	"klein"	"mittelsteil"	"karbonatisch"	"Mittelsteiles, kleines Fliessgewässer des kollinen, karbonatischen Mittellands"	21121	NA	NA	1136433.958	4.58	2.93	7.5	1.46	0	14.33	0	0	0	0	0.218	1.032	1.25	1.25	47.83245	0.03676104	3.046e-05	0.21062701	0.03753363	0.00958281	0.03880985	0	0.09612625	0.02770989	0.804769	0	1.936968	11.139509	2.741738	75.24	0	445.592809	NA	NA	NA	NA	NA	0.011806	1	0.6889375	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1
